client_id,path,sentence_id,sentence,sentence_domain,up_votes,down_votes,age,gender,accents,variant,locale,segment
a4a9b2b28466c51792d33d08dcd96c5d77f1604264c72928c0a80531c2fd71f08b45732ae0583df11f97633e43dd058a2881c509f47bf7d06b577e31f6767081,common_voice_ko_39161648.wav,856ecc6ea6b98b187bcd2d9bc416cf0027fbb511f2452163cd1267f1552b6a1a,결국 나는 또 한번 거기를 가보기로 작정하였다.,,2,0,,,,,ko,
ab6a7a282d97a74fe74002572de755a0242e6ff353a03ea45dc1461bfb7e63fc9df2b79162cb48e76665ddb915ffbabc9b3507dddd3f0fb5c1f7ccbc221dbf39,common_voice_ko_38697629.wav,77ba3ee00cc1049b895c718f804b5203174c277e1761050c79a91a0f3e26e6e4,오 분 내로 끊어,,2,0,,,,,ko,
ae9359cbb1e8af776ec93f34a77da020534ddc142b89910db6f78097f06a47f7d90456937054aaff9aa82689d0d39dd09873d2af74a4e18cb1b15b7cd9e1b919,common_voice_ko_37977382.wav,67b86ee0e4c78ef0b4d3f34547fd86213db21dc9be656d2ea5d8553e56925876,늙어서도 후회할 일이 적어질 것이다.,,2,0,twenties,male_masculine,,,ko,
c4d69c5c4bec8d97cc487aa063a0af96d54ab7cfd27c555e75eafd26dc1d6532280da8f19ecdcf5479fe33bb3dd948def130961013fe1c2892c16d8c241a1bf1,common_voice_ko_36326823.wav,230f1b4b1fa448ce4b4d73bd72d4196512761cec88de9521e1d3aad195deec17,절대 어제를 후회하지 마라.,,2,0,teens,female_feminine,,,ko,
e2a84cb010be05495b88e30713a330f94d0dcad247d5badf3c63e29f58053d5f93a026160722945c27a0426557666d3d0b06891e2cf7ec1f75c0b688adf3142d,common_voice_ko_37638444.wav,70ad09e440d8e5f72f4ee41c2f130519be2b56e0b342a1ddfa97a8a8ade5c400,다만 두 사람을 보는 것은 씻은 듯한 하늘에 은반 같은 달뿐이었다.,,2,0,,,,,ko,
fc9e93b892d54ee1c0e52a59a195057aed588ef09bbf89d11302a7f84b836242f1eebf2b1424d9dc733d5afa8a67711ba384e0b190d54e31108009489da6ff0a,common_voice_ko_41668884.wav,ad9f26d1c67ef6ab522fe84439c877b29899bcee6c2829d9b7a7bb5ab45645a1,소회는 묻고 또 물었다.,,2,0,twenties,female_feminine,표준어,,ko,
fdad83bc1c72492ebc9c53b487015c2682855e0518ba408c6e184925adf1a22753e226ced65aacdfd09cf411d2195b4fbae4a7ca7a720d016c4c998c4b52e47e,common_voice_ko_37805957.wav,690552cd5503e59a4295ca0c9200e5c0503826ba195cf28843b791ded593b9a0,신철이는 빙긋이 웃으며 대문 밖을 나섰다.,,2,0,,,,,ko,
fe411e275e6d65158413d963573d5d63c31c75a324be851cebb2118839d9b8c3b930bf8606de027ebdec4ddc851ff48f260541dd00dbd85165c9461ac105bd8d,common_voice_ko_41664484.wav,07f25c7d844f2db748b4ade559f1d6e6b6f1a0bd5c5bc8e3748b6d2e94e398e9,한계점까지 몰아붙여질 거예요.,,2,0,twenties,,,,ko,
07af9efc44cbca97a82bbce361c6fadee8e014d5906ef15d7125d685a0ad112aaaffe23e6501f9f3a3aa070c6083cb0034618d2e385549607e49a52e41fa4caf,common_voice_ko_41595612.wav,12965283c5dffa873f423d5e9b3a802ee0a1202c5b9074952112e04cdf631173,"네, 알아요.",,2,0,fifties,female_feminine,,,ko,
07af9efc44cbca97a82bbce361c6fadee8e014d5906ef15d7125d685a0ad112aaaffe23e6501f9f3a3aa070c6083cb0034618d2e385549607e49a52e41fa4caf,common_voice_ko_41595641.wav,0f06a9f53f15cf2c2637feda04fad864f910164db34994a931de5215e7e1ca47,가자구.,,2,0,fifties,female_feminine,,,ko,
20cab45f0432a6e96e3ecaceef71149c21bbc7fd1559b8aa1152319ef7530bf98f08d3f5592b3b96321e08ee4132c2b818beb0f0ea9a48987d9d778aa8f28567,common_voice_ko_36506457.wav,3494a3bd11d7eabae173b8baf655bd53e62b5cbfddd5de861d391bf7bafd3377,"마스크 잘 쓰고 다니고, 길 조심해서 다녀와.",,2,1,,,,,ko,
20cab45f0432a6e96e3ecaceef71149c21bbc7fd1559b8aa1152319ef7530bf98f08d3f5592b3b96321e08ee4132c2b818beb0f0ea9a48987d9d778aa8f28567,common_voice_ko_36506460.wav,23bf9e0ce73a5ba43e42271921a88be09bfe69ddc9f638048f62eb85c070ead6,신철의 음성은 탁 갈리어 잘 나오지 않았다.,,2,0,,,,,ko,
36600f2d234cb9107d46c1f5d90d6ba5704cbc095063c88466dbaa087e31209500bf1dd42af2c3859f94d524c3e3a331ea689f4aad89cd2b11ef846f85dad285,common_voice_ko_39161214.wav,60f1a26cb932f2e581c532bb154188ad73058a4659c6f4319271a505251ccbe2,오십 레벨 찍기 전까지는 그 게임이 참 어려운 게임이긴 하지.,,2,0,,,경상도 억양,,ko,
36600f2d234cb9107d46c1f5d90d6ba5704cbc095063c88466dbaa087e31209500bf1dd42af2c3859f94d524c3e3a331ea689f4aad89cd2b11ef846f85dad285,common_voice_ko_39161216.wav,82d7bf060f771c5235ee18d4bd1a49a92b444597c12aad94cf980f54a489c997,풀매질을 친다.,,2,0,,,경상도 억양,,ko,
397480ccfbde7e44253ce994a0cd5a873ad84a7f1b72c5124727ce59af35b5d5a689963154e67a3ddf5dfed17b2d27b129a8bf612498fd1d726187c1f3339767,common_voice_ko_39046740.wav,786c2295f8e2e5765bcac8902a020854aec2a77b5fc8007c459afa662e5387c1,벌써 그가 어젯밤부터 이 문전에 몇 번이나 왔는지 몰랐다.,,2,0,twenties,male_masculine,,,ko,
397480ccfbde7e44253ce994a0cd5a873ad84a7f1b72c5124727ce59af35b5d5a689963154e67a3ddf5dfed17b2d27b129a8bf612498fd1d726187c1f3339767,common_voice_ko_39046869.wav,7df7ac37cc9f1caf23a37a3f2b88fa80122af17c48de5ef1818332d5f9f7cc58,이건 뭐 그냥 자기와의 싸움?,,2,0,twenties,male_masculine,,,ko,
4c739354552632a3ac08956cf850068a0f02eb0e5f7ea7a581276ded6df8f2732ce2cc07ed95433e8c6b05ac0da017a6a7095c8f53e6703753c72283a4a5a347,common_voice_ko_37604563.wav,37520751db5e27d0275262102c78eb826727b024c2dbf4658a479a89cc3f2357,어떻게든지 좀 더 가까이에서 상황을 지켜 봐야겠어,,2,0,,,잔잔,,ko,
4c739354552632a3ac08956cf850068a0f02eb0e5f7ea7a581276ded6df8f2732ce2cc07ed95433e8c6b05ac0da017a6a7095c8f53e6703753c72283a4a5a347,common_voice_ko_37604564.wav,6aca15628d10a65645c2b4312de31ae631e9192eb870fe3325a1f1c725448414,사지를 늘어뜨린 영신의 다리와 머리를 번쩍 들고 사무실로 쓰게 된 옆방으로 들어갔다.,,2,0,,,잔잔,,ko,
741549f065a315a33d25a781131cdea5b2a023c6265b8bc38238f80c4fe98af1280e49053acb44d4c98fa59cfef32a3bc0c845f7ca5713ec55cf4c4f55eb4585,common_voice_ko_39853475.wav,3f943099ad0525c373a9acd1044b19d85cfec7ec728994c6b2b45b0d493f2288,멀리서 사이렌이 울린다,,2,0,,,,,ko,
741549f065a315a33d25a781131cdea5b2a023c6265b8bc38238f80c4fe98af1280e49053acb44d4c98fa59cfef32a3bc0c845f7ca5713ec55cf4c4f55eb4585,common_voice_ko_39853476.wav,81a3e1ee9310a0768623a320f23c0fa2b2697f6afa80b019578d629f297a63a9,백씨는 수신인이 없는 편지를 황 급히 뜯었다.,,2,0,,,,,ko,
8066f7d362f4b24e6a83eeeeaa86fb8187ae21861265d98a21be92eccb2b3a0e47bfa2dd1937991b3452ac86a04d160f51d6cb971f1c8aca34a31c701f64f0d7,common_voice_ko_37185322.wav,5453c6537d7b3bf3e2f4554b8979012fe3f0836cf2a54e2abb29b7cc4faaa9b3,벌써 유서 방은 물을 다 긷고 닭 모이를 주고 있다.,,2,1,,,,,ko,
8066f7d362f4b24e6a83eeeeaa86fb8187ae21861265d98a21be92eccb2b3a0e47bfa2dd1937991b3452ac86a04d160f51d6cb971f1c8aca34a31c701f64f0d7,common_voice_ko_37185323.wav,4ca7fb0d7646a354e2b228355ece7a9dbabb60291ceac976d62a462e2f32116d,이상하게도 꼬리를 맞물고 덤비는 이 행운 앞에 조금 겁이 났음이다.,,2,0,,,,,ko,
87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331016.wav,4999704af790113d29eaf1200a71396f6977ff2e2efec51dcf581bf3653d48a8,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,,2,0,teens,female_feminine,,,ko,
87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331017.wav,2ff8b38a535e063061e6dfedf3b8e716487ed622e12edda6c767e063b056e349,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,,2,0,teens,female_feminine,,,ko,
8d0e5063fd9b0bcd6cf669f154fe3b7c9ddb2553b22aed2eefd6c5821360d4c12608c2f7aa200b5611054bbeb51bc58f94efd1c8107efa78886216b5af4203a5,common_voice_ko_39610437.wav,601c428115b6bf2c020a9db2e2e9389ddd1c4e436c63d558898c332dbe96194c,도서관에서 만나자.,,2,0,twenties,male_masculine,non-native speaker,,ko,
8d0e5063fd9b0bcd6cf669f154fe3b7c9ddb2553b22aed2eefd6c5821360d4c12608c2f7aa200b5611054bbeb51bc58f94efd1c8107efa78886216b5af4203a5,common_voice_ko_39610438.wav,5e49e31236c066df4f0e8f1b1057b72de53750d27e845733ba620d0d5f13a55c,애 점순아! 점순아!,,4,0,twenties,male_masculine,non-native speaker,,ko,
8efecdcc7386b6eca655fb33cecd2b25e9ac6f82d217027404e102a4da52871fe9c3f8b5f1fec1feff2925964733e42f8d8fe3729c8c4804b8e68ae74c5fb49d,common_voice_ko_37179243.wav,0e0863f5b26c75d003944f61c6ef3b82f7ac81856b43a2e4e4a75d121397a4a2,이 못은 언제 어떻게 생겼는지 아무도 아는 사람이 없을 것이다.,,2,0,,,,,ko,
8efecdcc7386b6eca655fb33cecd2b25e9ac6f82d217027404e102a4da52871fe9c3f8b5f1fec1feff2925964733e42f8d8fe3729c8c4804b8e68ae74c5fb49d,common_voice_ko_37179244.wav,0bfb9dd4b70dcb34158ae95ef8aa78ad52e381fe18af048797e465ca75088741,그만 갤 것이지 어이 이리 굳이 오노.,,2,0,,,,,ko,
b25f4659c07bf163476a79dcbd51dc9132e0cd0fef79ae100af6385b4fb95be6e5f262ac5846f75feaa44aa1dbcbacd3bfdbb1a4cb2d73658c955ea8de03986e,common_voice_ko_41665903.wav,117c3f1341de67a785e8ebee50a8eaefb674c02149ea31dd8ec42318be365fe7,그런 식으로 말하지 마.,,3,0,twenties,,"서울,Seoulite",,ko,
b25f4659c07bf163476a79dcbd51dc9132e0cd0fef79ae100af6385b4fb95be6e5f262ac5846f75feaa44aa1dbcbacd3bfdbb1a4cb2d73658c955ea8de03986e,common_voice_ko_41665913.wav,a2e7d02587fda01d329dc5106052a2b6a677a4155f7344cbc50bff89278307fd,옥점 어머니는 부끄러운 생각이 들어 그만 홱 돌아섰다.,,6,0,twenties,,"서울,Seoulite",,ko,
b47804ef8b1488e89e3f50cba3c902e0ed6f219fb7096afc458add179b20607523bba4bf67028b16597b7fb845c2c2ccdac67be1e79e0144007e5e5987e87c98,common_voice_ko_37378953.wav,5805cee54d38a6f43af974e2491a44493cd0b53ec470272158949eee90cd1623,그는 조금 높은 곳에 올라서서 멀리 달 그림자로 영숙의 오는 것을 보리라 하였다.,,2,0,,,,,ko,
b47804ef8b1488e89e3f50cba3c902e0ed6f219fb7096afc458add179b20607523bba4bf67028b16597b7fb845c2c2ccdac67be1e79e0144007e5e5987e87c98,common_voice_ko_37378954.wav,5e37b2b840eaf12b00f2553f689f80f95f9592e3c3eb2ac94b14c841b5b60541,지역 경제 활성화에 테마파크가 기여하지 못한다는 걸 보여 주는 게 아니겠소?,,2,0,,,,,ko,
c728b75db04d10b2b212a39041900b44d1b3395aef980115974bd0f15ca03673d021358fc21189240d5b5f817cdfc3986ef63f788f2a70048f578ce83959e546,common_voice_ko_37247554.wav,5c182c18b0a6f093ca8bf3cbb17382812d0c19c1e603cab4ba345139a328f297,네 말은 네 행동이 된다.,,2,1,,,"대한민국 40대 남성, 서울 표준어",,ko,
c728b75db04d10b2b212a39041900b44d1b3395aef980115974bd0f15ca03673d021358fc21189240d5b5f817cdfc3986ef63f788f2a70048f578ce83959e546,common_voice_ko_37247557.wav,66a0a804332c443b0b9a594461a2ca35b588bbd73c86f8d89867bacd03a0906b,입에서는 침조차 나오지 않고 배는 등에 붙은 것 같다.,,2,0,,,"대한민국 40대 남성, 서울 표준어",,ko,
ca1e19920800abaf9176f740b34dc7ad6aae350562f5bb0ab3277291d0dff831db62e8110216a385951bd484002e250eca179e6e8625ea699afa5d22d85bdb10,common_voice_ko_37439339.wav,59aab8ebea09052686c4673a3502ac8b7ef8e3ff06d03ef69bec00a82766872c,회원들의 특별한 호의라느니보다도 일종의 희생적인 기부금을 굳이 반만 쓰겠다고 사퇴를 하였다.,,2,0,teens,male_masculine,,,ko,
ca1e19920800abaf9176f740b34dc7ad6aae350562f5bb0ab3277291d0dff831db62e8110216a385951bd484002e250eca179e6e8625ea699afa5d22d85bdb10,common_voice_ko_37439348.wav,5c9304797f118af0bbea00c2788a949b8b19f0515a61b45d5eb768d516d93c56,반만년 오랜 력사에,,2,0,teens,male_masculine,,,ko,
da29e7ba208fd87e4f7c6db6ccb417d0188b792aa3824685845677e7df1f0e2b71bf29c8599fb2779bd276d83eeebb1ab2883d23f53ccf45ebb498a2e5d3e5cc,common_voice_ko_41036338.wav,953e66ca8c93070250179e02ee175ffa191d2dbdd864f8c1199a76134d7c4d7b,하며 목청이 찢어져라고 선생의 입내를 낸다.,,2,0,twenties,female_feminine,,,ko,
da29e7ba208fd87e4f7c6db6ccb417d0188b792aa3824685845677e7df1f0e2b71bf29c8599fb2779bd276d83eeebb1ab2883d23f53ccf45ebb498a2e5d3e5cc,common_voice_ko_41036344.wav,0b22b1a6e694fbea3bc644967201d378cceeeb87c69fb7d3fd08c20d50cabdf7,날 사랑해요?,,2,0,twenties,female_feminine,,,ko,
0feb0f9c2e32f63de48e6c66cc8245ac564a71e21b2b4f0937ee37176375ef0e78c1886e143bc29a70834f09d55a74e2441b6d6ec6552c073266ee9f6e82426e,common_voice_ko_40495304.wav,0a5ceadad7a8791f830b6887468588a18e37ccbf776744d7b887703abe3f4794,미쳤어?,,2,0,twenties,male_masculine,,,ko,
0feb0f9c2e32f63de48e6c66cc8245ac564a71e21b2b4f0937ee37176375ef0e78c1886e143bc29a70834f09d55a74e2441b6d6ec6552c073266ee9f6e82426e,common_voice_ko_40495307.wav,96516a61fa84a05f7c6454a4b2c8f49d863b8bda9b733b5e225c25e091533461,나 하나만 가면 모든 것은 해결될 것입니다.,,2,0,twenties,male_masculine,,,ko,
0feb0f9c2e32f63de48e6c66cc8245ac564a71e21b2b4f0937ee37176375ef0e78c1886e143bc29a70834f09d55a74e2441b6d6ec6552c073266ee9f6e82426e,common_voice_ko_40495333.wav,8d99f53d7b877ee7a979cf4a3836a32f259a9b4266407f57eeb6926b837d7876,실상은 그동안에 술 먹고 영숙을 괴롭게 하기에 소비하려고 남에게 얻어 쓴 돈이었다.,,2,0,twenties,male_masculine,,,ko,
4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf,common_voice_ko_37339102.wav,01b456c52aa06241b7d7919c18db2893259aa9ab280bba963e8adeec91c31381,이제 그네들이 새 세상의 주인이 되려면 제가 떠나야지요,,2,0,,,,,ko,
4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf,common_voice_ko_37339103.wav,1967f1b7b66561e6e69f32bed7d269faeb228fc2ab05b4c8134298c7c8082719,그래서.,,2,0,,,,,ko,
4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf,common_voice_ko_37339106.wav,3807d5799e7c8af9e4612329a88e1f9d253c00b50f1244bad9080302daa82087,엘리베이터만 십 년이에요,,2,0,,,,,ko,
83e9680975aea455accdfae2b9645d50dc3ef210f51e88f44272ecb28bc0edc50833483004705ee51f6f6834273d524678914f3d978ac6d93eb5808f13fa12a9,common_voice_ko_39571266.wav,8a6ed4dbb1e5432bad25aeeebf06d40021a4cca6af7b2e7ab2b3d51a65e58def,어리석은 자는 그 노를 다 드러내어도 지혜로운 자는 그 노를 억제하느니라,,2,0,twenties,male_masculine,Seoul,,ko,
83e9680975aea455accdfae2b9645d50dc3ef210f51e88f44272ecb28bc0edc50833483004705ee51f6f6834273d524678914f3d978ac6d93eb5808f13fa12a9,common_voice_ko_39571273.wav,65f0c5868114d4bbf1cdfc759cfa9a33c5ee2fb2b76987d4866550ad699c1c2f,병실로 떠메어 들어온 뒤에야 영신은 차츰차츰 의식을 회복하였다.,,2,0,twenties,male_masculine,Seoul,,ko,
83e9680975aea455accdfae2b9645d50dc3ef210f51e88f44272ecb28bc0edc50833483004705ee51f6f6834273d524678914f3d978ac6d93eb5808f13fa12a9,common_voice_ko_39571277.wav,8a5784f6c72ade52b6998d81068ca9df860035cfde667e4f5725b5df907927dc,그때 다리를 빼앗기던 장면이 휙 떠오른다.,,2,0,twenties,male_masculine,Seoul,,ko,
b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9,common_voice_ko_35866053.wav,2206fcf06bb467c46aa9de636d1d75ea8290a5266bb21b26da410b0745d05209,그는 놀라 자세히 보니 그가 찾아가던 동무였다.,,2,0,,,,,ko,
b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9,common_voice_ko_35866055.wav,1164cf29936a215dca9207c25c0383f601731e944dfbf22d81746a7b2560e891,형은 자리가 거북한 듯이 대답하기를 꺼린다.,,2,0,,,,,ko,
b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9,common_voice_ko_35866058.wav,02fc9fc461a19e13e7e9d5abb010c350307f6ccb798a0e335aa673a6b920bb8e,십 년이면 산천도 변한다 하는데 삼십 년 사이의 변천을 어찌 이루다 말하겠습니까.,,2,0,,,,,ko,
d8740066ca2ab777e4281bf80cf1366edec1881bf3168ee732e691242779da01d148f38bd9d4a44def46f2e891f33422144907dea5157810b27fb72856770a54,common_voice_ko_37386648.wav,550b357f6e29425331ac7ac08cf8e9b810f14d672a327adef717d0e718e25072,이 조례의 시행에 필요한 사항은 규칙으로 정한다.,,2,0,,,서울,,ko,
d8740066ca2ab777e4281bf80cf1366edec1881bf3168ee732e691242779da01d148f38bd9d4a44def46f2e891f33422144907dea5157810b27fb72856770a54,common_voice_ko_37386649.wav,6c4fa8d7c9770e8bee7561f03acfd3fd3477b8ca640f877001d4cb78478e7893,신철이는 저 햇발을 바라보면서 지금 열한시 반이나 되었을 것을 짐작하였다.,,2,0,,,서울,,ko,
d8740066ca2ab777e4281bf80cf1366edec1881bf3168ee732e691242779da01d148f38bd9d4a44def46f2e891f33422144907dea5157810b27fb72856770a54,common_voice_ko_37386651.wav,6b3035c3b5871cfe58cda8610d3f6de503346f21e83285551f996324ad735668,우리들 사이에는 때때로 그의 천분을 생각하고 아깝게 여기는 한숨이 있었지만,,2,0,,,서울,,ko,
1e04cd3acfb8fb3030ae7b6151417a1e49071e8ee2a3f2d1e66839ea024806f997faf2d4754243fd5f6122abe7c725276ef0acc6670283e6e38a30ed4fb73066,common_voice_ko_38257689.wav,63bf7a62e8ad5ade17f0892bb672f4ada1832529606504264ad9a8051f24c805,화요일에 옷을 사고 싶어요.,,2,0,thirties,male_masculine,That of a foreigner,,ko,
1e04cd3acfb8fb3030ae7b6151417a1e49071e8ee2a3f2d1e66839ea024806f997faf2d4754243fd5f6122abe7c725276ef0acc6670283e6e38a30ed4fb73066,common_voice_ko_38257690.wav,6dcb7feee56cdb89b6e559cfde055ada3462e35c4637a7d4ecaf962b485eb94a,그러면 투표를 마치겠습니다.,,2,0,thirties,male_masculine,That of a foreigner,,ko,
1e04cd3acfb8fb3030ae7b6151417a1e49071e8ee2a3f2d1e66839ea024806f997faf2d4754243fd5f6122abe7c725276ef0acc6670283e6e38a30ed4fb73066,common_voice_ko_38257691.wav,75f5fca5865b3ae4c30b22041f029a10a1cfd20b9c9a1a558599fed3f36b9892,나는 이것을 의논할 사람은 춘우밖에 없다.,,4,2,thirties,male_masculine,That of a foreigner,,ko,
1e04cd3acfb8fb3030ae7b6151417a1e49071e8ee2a3f2d1e66839ea024806f997faf2d4754243fd5f6122abe7c725276ef0acc6670283e6e38a30ed4fb73066,common_voice_ko_38257692.wav,777f59154a0a5fc505f63df7ec77087223e5fd34fd43b44d0ffb0301acef705e,이거 놔! 놓으라고!,,2,0,thirties,male_masculine,That of a foreigner,,ko,
456fec7faf8200d6ef3feb7c3ae3b4931fb5bf46b7df41b663513e2211f010f8a493dd5cdf75d72b4304c6bcb011ebb4332f94228d060b31d6ced00deeabf951,common_voice_ko_37444307.wav,5aed08c264f4b03cafd54706e02b8daeec0afaaf6b68e071f3bbb80e863150dc,벽에 맞아 떨어진 돈은 다시 술 끓이는 양푼에 떨어졌다,,2,0,,,,,ko,
456fec7faf8200d6ef3feb7c3ae3b4931fb5bf46b7df41b663513e2211f010f8a493dd5cdf75d72b4304c6bcb011ebb4332f94228d060b31d6ced00deeabf951,common_voice_ko_37444308.wav,68975182bf66cedcd504b50ba0f9fdd4e283041ff4972b6e857dbd1f9b826677,가마 부엌에서 여물 끓인 내가 구수하게 났다.,,2,1,,,,,ko,
