sentence_id	sentence	sentence_domain	source	is_used	clips_count
33c8e252db605d572e5f06ab8cb498efa554f409d373b08e3246eee739ee040b	그 컴퓨터에는 리눅스가 설치돼서 인강을 볼 수 없어	technology_robotics	Self Citation	1	0
340fcc5ea7fb64266a13a7886ff6eb4f7caa00562ba46c55e0b0292debbeded0	괜찮을 거에요.		Self Citation	1	0
3448fe4b02655eb3135cd509f4b4139e0fee4df2615fbc14ce1c85f44af19a4e	기억나요?		Self Citation	1	0
3478111a88ce59c94427c55eeace678c9b9e0a6dca85aca7484a02caae960420	앉아.		Self Citation	1	0
3501307cce21224130313c3ba1447df66c34c901295bf9c7a90247fe2b440d66	별 말씀을요.		Self Citation	1	0
3586ede33f47ffa693fbc2524153e7e6583a66b86ccafacec3ed8feae1ae1d82	돈이 없어요.		Self Citation	1	0
35abcfa8f8687e7751faff359db054c7b3fab86e3e3b76d34153e11bb648a0f8	잘 있었어.		Self Citation	1	0
35cb6e682f2155ab180eb22710134a18f7268428fb09316d57cdfb897a15ea92	귀엽네!		Self Citation	1	0
35ffd78de4828b955a2c2880437234b4a64c04ef8234bffa1a0d0c6b1c1d4aa0	출발하자.		Self Citation	1	0
36009aba496f87bdb7e918200dedc31909c07a44e2d32260e55274709b5d16e7	네, 알겠어요.		Self Citation	1	0
36987688fbecbad1c5f796a99edc215f8697c7cb34ff84d09302daff9e07bf41	내 인생 최고의 날이야!		Self Citation	1	0
36f96b24618221816a0e416bfc04648472063e1b7bea14e39c7d3c946c04514f	말해줘요!		Self Citation	1	0
36fbc37d4f0f7c0b6ad79430f6520c2f91b5e3b675fcd6c32bd44d6222eaaee7	옷 벗어.		Self Citation	1	0
375fcabcb03a3077cac562e0774313d5d6404e5ee5b3cf914d16f18da47929a7	그런 것 같아.		Self Citation	1	0
37739c92007739e0d1054786cc0e703e1c895f9fab63937be96f8d7bd43a6d44	했어요!		Self Citation	1	0
38136883ddb331d6e6850f78c5200ff6d8ef18d6a9672a07b96ea2e0cfaca823	건배하자.		Self Citation	1	0
38167e70fa28769bb1985625dd244c53f523458863ac7850635fc0b549965648	왜 대답이 없어?		Self Citation	1	0
38272cce786819bab4a94d5f2cf447d961f707dd5f05d81f36a5fae75db03503	금방 올게요.		Self Citation	1	0
382d5e05f1b130832a259d5f412b788c358e4f79af0bbe84868ffd0847817fcb	그랬지?		Self Citation	1	0
3830d875b9dc5bf26e4543806d65222934e656925db43efb0d3b472a178cb7be	진정하세요.		Self Citation	1	0
384793c8fd2e8c4f6effa9ac63c4edd1f7c69c05fdeb774e2b139c494694067a	그랬어.		Self Citation	1	0
3853534897be0f0e045787467d5e3fe0142c00b90ea0bf652422e2d710acba95	돌아가!		Self Citation	1	0
38728555986f6d039393baf49751fcde7faa178998c6cb78fead002b27deeb58	누구시죠?		Self Citation	1	0
388befd3d9e1d1b3aeed04a7ebec4ecfd8fdcf1b79265c1310357f863ca0a9de	저도 동의합니다.		Self Citation	1	0
389f1e3e15ee3032d5296eddafa14734fc4262311e6585fcbd9dbe0cc3d500e7	새해 복 많이 받으세요.		Self Citation	1	0
38d60413707cc4f11451dcad0a6cde25c3ab21cabdf9633338f2756382c35a08	대체 무슨 일이야?		Self Citation	1	0
38d699a2a95c1f406471d7840a34e19d4032dfed20f2f7932ac113326c77e641	시간 됐어.		Self Citation	1	0
38d92cbf796b50fb060978625a6ac0ad244eccd6c9bb24b962fefbc89a714727	돌려줘!		Self Citation	1	0
38edf8a2b529bdde6b15cbed497f7e761fa2cb140696eaee72065a7e84f0932c	좋지?		Self Citation	1	0
38f16063cda0ab4a91552728d22e43c36c120051b137bede2700f98d6e94dc3a	잘 한다!		Self Citation	1	0
38fde5f265de30c66d969e3f35de1906d236bc97bc8d382ebf47499bc4cdf142	문 좀 열어줄래?		Self Citation	1	0
38ff13eea0e4f0f73f11ad97a76698d06a2db5460a4966c00f64ba1b719a75ee	정말 대단해요.		Self Citation	1	0
3931724e6b580dca3c14404f452cb65e8a99795962ab04bf48302618dc02883e	자네 도움이 필요해.		Self Citation	1	0
394fd0f3ac92e826721417d02931f585aca6c2e74be5f6bc5fb15b27cf8dd8c6	목적지에 도착했습니다.		Self Citation	1	0
3964b34fb8ec8e574aa625c7710080a9f95a93dc0172f6beb7efb1924a645c37	내가 왜?		Self Citation	1	0
396af45c4c94844cea79808b5b717aecc58072bba9c8df415884784e6263d3a1	뭐라구요?		Self Citation	1	0
397861921b14f813add02a37862249075d2ae850fae5dca1e32ea5ec24b49c73	좋지.		Self Citation	1	0
39980d51bc85099c52f10e8c6de5440f4b34fc4079475ebd74d4d7cad8965b6e	좋소.		Self Citation	1	0
399e819e912a3ea98d63af93d603980a56cd5dfa92850e60ad15f5e3b89d99f1	괜찮으십니까?		Self Citation	1	0
39b1522e10be074c7e28173ff90aef97c456923a8ef38312e45c285d6940e27e	뭐 하는 거야?		Self Citation	1	0
3a1c8f0604e9330dc1db4bf8961333d37d69e77766b145ce3fbb36c5239d7f64	좀 어때?		Self Citation	1	0
3a2541ffa0cc0a4bfc7c1d1ff61a9cbc4896770694624e8dee1fb9c1e3acdc00	빨리 가자.		Self Citation	1	0
3a255aa5375081297a464a0ea2780a3f1fb6e3cc4432d63e848b2d1395807d6a	아무도 없어요?		Self Citation	1	0
3a3968264abce0f037f7801d9093e1381a32fdace09d1af19b39f8719b8833af	알게 될 거야.		Self Citation	1	0
3a4b5618dcbc58e18c4c45c543144f50b88fa2666515dd9747263267cf1b5025	미쳤군!		Self Citation	1	0
3a4ec8edffdab3fb20e16e45e6e514aff811e12bb383ebef225d7623685a2530	방금 봤어요?		Self Citation	1	0
3a6499471e6d61653fad1944f502b41786051dd7f86be193fceaf86a93c73a9c	바지 벗어.		Self Citation	1	0
3a83338b616118729c8183409e4912ef94f759fe0795b79338ec338a9f41466f	아, 그렇군요.		Self Citation	1	0
3a848b0a2f35c3aa7dd81ef3bdc22313e226a7757036acb6ddf60ea77e0ee3bf	무릎 꿇어!		Self Citation	1	0
3a8d1b66f8198d4c52ccc8a0edc3a4aae3becae5b1e448784cb9cac1ad399f23	괜찮네.		Self Citation	1	0
3a9dbafaf24f3e3d04bec41bd80ac3275744d0a1e9db78a99f909aea19778bd6	오고 있어요?		Self Citation	1	0
3ab4b9f3e0893e181a5aa72cec22670a1b64d7cb00243274af9881a1b96ac25b	그만두세요.		Self Citation	1	0
3abd8b275d3a290f8efcfa8931a26faa142da326c688de71abb24c9e55322cae	이쪽입니다.		Self Citation	1	0
3ac78ecc44b9965cec1b4d27682e6c940f9cdad0b64c2542cecefde93e051a7a	그랬지.		Self Citation	1	0
3acb6db6939ed1a9d579f6a424ed6c6e9f403837d423909e5c8b7b78fc04b07c	넌 변호사랑 연애하잖아.		Self Citation	1	0
3acc664e6a911c329ec1afcd8c1bd2ae271dad21c642747890822dc735d1ca16	무섭지 않아요.		Self Citation	1	0
3ae18d96f2d31dadbbdd8fba3bca03c293e41a5b3a2900908f5f99efc0014301	예.		Self Citation	1	0
3aea1a4ecf6bfc4beb9092885e2d3913df35e9968ed8e0d22525d9779f24477f	마음의 준비를 하세요.		Self Citation	1	0
3aef81aefff32981b3c122e7f441055730470e9729b160dde6a3340596818c4e	계획이 있어.		Self Citation	1	0
3afcd9f21d80ac4c5137962b8c67cc60d6acb3bdb30bc2e83652100fd14575c2	다 됐어?		Self Citation	1	0
3b0e3a03166b4f9b4a3e120612c26cdf92664d6f269befffb694a61099588852	얘기 즐거웠네요.		Self Citation	1	0
3b1f0f4b22bf39d63e0b6e184debd8dfc505bc4aec7a6584f0f2487b80f4b721	예, 그렇습니다.		Self Citation	1	0
3b280eb4548e8a499c5d9184a15e60085fa21e7852241183b82d0fb37b3db361	알겠죠?		Self Citation	1	0
3b2eca993aaed221545309d1390a8ea292e870c0e5453b1f1174a4dc26c80fc1	하지만 걔가 용서를 안 했잖아.		Self Citation	1	0
3b7d75428f5f5f2f6327011090169eb1040e7e2c581a0abcd1b1cf3786278b9b	이상해?		Self Citation	1	0
3b807330ca57dce15aa971b9667fe5ac86021b4f78c43b28f657c753fe23cb6e	총에 맞았어요.		Self Citation	1	0
3bb906f2661c5245cdabd49bce9fb9b1f8694c6b1bfe2f03387e55433d91c284	조준!		Self Citation	1	0
3bbcf54feed0877e3b63db10f9348da1e71d52756cbe8f1168908921f68b77b4	잠깐만.		Self Citation	1	0
3bcf0723b55c491676896f25acd6513c5259dd2175e1169d1542d82d01314250	그럴 수도 있지.		Self Citation	1	0
3bd2ef41e9833ebb7f96d8a8f5ae441e4623d19fc9d554de461bdcd193f9ddc9	얘기하자면 길어.		Self Citation	1	0
3bdb147d7e2a9d63f3090d7d59031dae422327d572bde50787d973113c6b6f59	진짜 무서운 게 뭔지 알아?		Self Citation	1	0
3bef3a1990417ac92496dc4febd2e8feaa6f27fe7830f70207a33007eb45037e	생각하기 나름이지.		Self Citation	1	0
3bff4a8ab805e449afa1b1c009884bccdbbfcbc4101e374dae5bd5217cec6d96	누구랑 얘기하니?		Self Citation	1	0
3c0648235c91cfae15d9d30dd008041727666b37db33f066118e5623dbcaa4b1	그런 것 같아?		Self Citation	1	0
3c1ab292d6d856e1ecde91ca2da97c32690b71115737448dc5868311536698e0	미안.		Self Citation	1	0
3c3e6947aaa95fd7f66f688f20c8ca413c10099118bf762603a21afdaed7352b	있어!		Self Citation	1	0
3c6ce15683d139245bdd771f3c7c0b32fceaa44a2539814ed15522482a88cbf1	입 닥쳐!		Self Citation	1	0
3c71a5f07c9dc5c1bcf8a9dd03442d46df9df94ed4d9939288400fbb506521c7	내가 말했잖아.		Self Citation	1	0
3c9a9da679ed379e70b42209f880906807f2431888136cea3ebd7358629d13ac	너 임신했어?		Self Citation	1	0
3cc223268e60d8ba54699c1791ab000646adfd8973970062bbd442c70caa624d	못 하겠어요.		Self Citation	1	0
3cd51dd196d540b9886dea4120f425794f4b4357b6d037c1ca2dfd445e4fbf68	거짓말하지 마.		Self Citation	1	0
3ce95b8d6b425dee4588be4e3f82138c98d9b4d08919f2b13fe017002c69425a	거의 다 왔어.		Self Citation	1	0
3cee0aa12556494deec824ca054f3a0c4064e903e90dcf2da77a72272edfff85	곧 갈게.		Self Citation	1	0
3cfeb5e048ec736f4b90c56d4959fb072a7edbeba245bb3da3726849494987df	강이 보여요.		Self Citation	1	0
3d07cdad8995f6e253b0180e5f9ea023aad7e534351184eaf74d9f7129cef1ad	맞아.		Self Citation	1	0
3d12277613dac4eae8187017ab54fe90dd931fdb15c15dcad565b95a0e2e118f	안녕하세요, 여러분.		Self Citation	1	0
3d2bc4a6d809d9b087dff0c505943c4b4794dceeb3474d1271c61ba918959272	여기서 일해요?		Self Citation	1	0
3d3419f58450169d5538422f7c0b1c04567c3df547fa70dcf86333827dd2d8ad	내 말 들어!		Self Citation	1	0
3d350a76a49f8e99d714f842c9294e332a6fdda40d2989da5671e042244e4509	그게 무슨 소리야?		Self Citation	1	0
3d3da08fc77f78361e94560d9f0a9a506050578f2a5761af1ddc8c02e3ac72cd	그런가요?		Self Citation	1	0
3d427ddefd5fd4ae7a7c5b8cce8892674cb603e36cb8b17e140508b4ec5788e0	지금 당장!		Self Citation	1	0
3d46b2d2000195d9ad97c128898324f6fa07b6f1fe72b9f92832b30920e4aefc	여깄네요.		Self Citation	1	0
3d4e7c4940042b3e945d0e75b40d8b23eb4bad3f79c006ca1f8f616bcb8c4423	어서 가요.		Self Citation	1	0
3d5f3dd56460f157f5bcd65a79266be7ffed07333d69c0bf587fd07b209d5b24	아, 네.		Self Citation	1	0
3d6c9408d524cc4c28db24c8ddad751946da9f47cba2b8cc913f388090520d9d	오해하지 마세요.		Self Citation	1	0
3d6d6a06c767b8c126c0cd9e5a218b507c33e16130dbdd3c7baa714b4990fadf	봐도 돼?		Self Citation	1	0
3d7c2d599d655e9536eef1e821b54ceca0bc7c183998a35bb25d02db8557f74e	안녕, 아빠.		Self Citation	1	0
6c550bdf813b684641a16c97e38a4663a4698c8e3564bf7e352734617aafc599	가뜩이나 파리한 몸의 피가 졸아붙는 듯한 고민의 하룻밤은 밝았다.		sentence-collector	1	0
76fef9578475fc22bc76ea2d8f9602c92d4204901a5a6e972ad9b951d25f95d9	벌써 화신상회 앞을 지나 황금정으로 달아난다.		sentence-collector	1	0
7f71abc0beced01aa20575b7524ad156447114b69a5d26c13e2fee6a7e3f7fbf	애초에 이리로 왔더라면 아무 일도 없었을 걸.		sentence-collector	1	0
7fefab4b6e139dddcdfc0e27c166ec96d64ee5f24d7b642fc00ff69a7227cfe1	"""네. 지금 정신 병원에 감금돼 있는데"		sentence-collector	1	0
8190584816ef69b8a0ffae0c29c316111acd99140525a939cd6e0d1df78b2892	그는 한숨을 푹 쉬고 무심히 발끝을 굽어보았다.		sentence-collector	1	0
82974c78ce6ed05df38315425e9e6fd54857d505bc730f1e26fbdf93f12a1ac8	그가 아들을 낳아 그 이름을 셋이라 하였으니		sentence-collector	1	0
8c77e0112a533dbcdf423ade3439edc9c1bc2fa3aeffbfdfb27f032a75f2cb40	고향에서는 거름 썩는 냄새도 정겨워요.		sentence-collector	1	0
941b9b647dd9c6e77d72a048ccbe24355ff5a4159fda714b3fae9a99618ed40a	완도서 대감께서 만나기를 청하십니다		sentence-collector	1	0
96fa075160630ff2c6fe93c276b6d601d6daea9da2c5a3bc870a03b108405567	그러고 부드러운 손으로 어머니의 젖을 만지었다.		sentence-collector	1	0
9a003518524490b9cda7fd6e7694ec81cf1daaa8467fdf306fc53631325ae6c8	너는 흙이니 흙으로 돌아갈 것이니라 하시니라		sentence-collector	1	0
9b537230a128f00eeafde9e2038d5f56e2c6fe83c1118d576ff997fe6951598a	닫혀 있을 터인 대문이 방싯이 열리어 있고 방 안에는 불이 켜 있다.		sentence-collector	1	0
9d4fc2d8276376407e8ef3366b13c0247d4ae74ede03dd54429dd7cb8d577ace	그러나 우리는 백성수가 세상에 출생되었다는 풍문만 들었지		sentence-collector	1	0
9e4c2d30de00a99abd2abbed7815a6de87b3d023745b78883d6471d70d459c8e	그가 머리를 돌이키는 순간, 달빛에 얼핏 나는 그의 얼굴을 처음으로 보았습니다.		sentence-collector	1	0
9fdb7c7808b2825e574f0f64a9bb3689514847c4c6e049430a42b2e8a386e91c	법률상 지출의무의 이행		sentence-collector	1	0
a03a14aeb11c2a0330a34b6537e9ec3ac69c71b20419db97f08eef56bf2ff7f9	선비는 새삼스럽게 아버지의 얼굴이 휙 떠오른다.		sentence-collector	1	0
a147320c7069e40d30a7a41c8f0835c60cc0329968f09f6ab7c75aefd40bca68	내가 주의 낯을 뵈옵지 못하리니		sentence-collector	1	0
a18cedf8e3f33c4df49b451aa57b40e9813e90f0f0a0c48abcab7fad53ee55b3	마음만을 가지고 있어서는 안 된다.		sentence-collector	1	0
a1c8fac4ab3c17003cd05ab078c884defb632a04971a8be42473c275d422b32b	첫째 역시 어머니의 이러한 낙망을 손에 든 것처럼 꿰뚫었다.		sentence-collector	1	0
a32763a85e662068cec8417f779e950c238ae9848e0495c67a21eaa5f2cd7aa7	동혁은 도롱이를 쓰고 살포를 짚고 나가서 논의 물꼬를 보고 들어왔다.		sentence-collector	1	0
a3319f55060efd18a91590dbacd397847667605765260bfc6d7918a77f239dd9	딱 잘라서 말을 하는 영숙의 얼굴은 새침하여졌다.		sentence-collector	1	0
a42e26206b60a9928fc9636315e0b821c190afe0397d9461ad32b0b4f26ed34a	이런 계제에 아들을 찾아온 여학생을 먼발치로라도 보고 싶었던 것이다.		sentence-collector	1	0
a42f884042b6b4cb4ce06bf0c9cfcc92f43a7ff9ab91b8a8e9947eb5b2a4fb5d	중요한 것은 스스로의 재능이며, 자신의 행동에 쏟아 붓는 사랑의 정도이다.		sentence-collector	1	0
a507e70bd08ca1fc79543e1736ad5b4a4e41ee9dc4e9e761551a480a0dffee5b	그러나 그 간단한 말은 동혁의 어깨가 휘 도록 무거웠다.		sentence-collector	1	0
a5d3512488714fc31f08002ef2ef49d71a1fa1a5e0458d5477cfc716ee5d6f06	그는 들창에 귀를 기울이고 방 안의 공기를 들여다보았다.		sentence-collector	1	0
a6324de0e21b2bce48f63584c2556594bf4c1d594373c2e9bd3ccfbdf7a8b14b	그는 얼핏 일어나 그의 집으로 왔다.		sentence-collector	1	0
a6cc18653a4fa5b598e68e08a9cb7abdc4fce6e88ed6c4a737248118488dd961	가을이 돼두 벼 한 섬 못 들여놓구 지낸 자네 사정을 어째 내가 모르겠나.		sentence-collector	1	0
a6ccee524804d6d59703a4b03b2e26b5e4e5ac7b921c9cc47ce9dfdcbda53fd7	동시에 그가 언제부터 옥점의 말과 같이 정신이 나갔는지 몰랐다.		sentence-collector	1	0
a73b9b164fbbead2f331d4a6db5bfd767f1649d5d7e3468756cda95eea873e43	관대한 어린 손님은 이런 말을 남기고 총총히 옷도 입고 짐도 챙기러 갈데로 갔다.		sentence-collector	1	0
a74ef6cebd8f41f08b7a6258fe09b02fd83d1182754f1e4362c77bbb5a00467b	선비는 옥점 어머니가 밖에 섰는 것만 같아서 그의 조그만 가슴이 달랑달랑하였다.		sentence-collector	1	0
a7c8fb52bedca410623572d05f9b4028100f473edf2e5dc992fb1c9d7b3043d5	아까 예배당에서 내가 베낀 것은 알레그로가 거의 끝난 곳부터였으므로 그전 것을 베끼기 위해서였습니다.		sentence-collector	1	0
aa2346ed174ca57cd28d04cdab0da13263b07854c94bec39679245bb90329027	아따, 재미 안 좋다고 술 못 먹을 낸가.		sentence-collector	1	0
ab3efe4cedfcb0a1d0147db6699043f1af0f75a5032fc7f1a4d0cff23a11ecde	몹시 분개하기도 한두 번이 아니었다.		sentence-collector	1	0
abed00516b6fac5140eb956b4780136256ac59f80bff8e7d35cde2ee67e4b95c	신철이는 벌떡 일어나더니 저편으로 충충 걸어간다.		sentence-collector	1	0
acc6b37dad574208f3f520996e851d0132e9d34f4a5642fa4b4bb871dd25cffb	그가 그 갈빗대 하나를 취하고 살로 대신 채우시고		sentence-collector	1	0
ad165b263e6f419847af738206b9caaf667cc3c261dad67d5d199fe824104884	어머니는 정근이가 정말 사위나 되는 듯이 불러들였다.		sentence-collector	1	0
ad237d4104b2231150b8492caed9fab7c69feb7313ca658f114a356044e7ae35	그러나 할 말이있는 듯하고도 또다시 생각하면 아무 할 말이 없었다.		sentence-collector	1	0
adbe8317d387ba133c2e5e754452efba649c0e4ca1d6e684707fd277b3401ab1	나는 또 숨을 죽이고 그곳을 들여다보았다.		sentence-collector	1	0
adc3ca9e99e7c2e4afe42fa62e32afd1d3f2aab7e3aa62b88de9dde70364c7d6	설마 오늘 내로 어떠랴 싶었다.		sentence-collector	1	0
adce1775a90a14a0986cc69600e363e9d0c18895780b46a780a93ed7d3be4c21	묵시가 없으면 백성이 방자히 행하거니와 율법을 지키는 자는 복이 있느니라		sentence-collector	1	0
aebf330b74e7e6ce7f7c1ec6b52af51bc5e86121be3ea72c5bd440aa92faf5c6	그리고 지갑에서 돈을 꺼내 선비에게 들려 주었다.		sentence-collector	1	0
aec211b691bb16b683d3b6e55109368faaae7c8b049d50a117845de9462b11c8	찜이라 생각하여도 좋을 것이요, 또는 호모나 기무라모로 생각하여도 괜찮다.		sentence-collector	1	0
af1559efda4253b5ae921464003f1b83db657290ab65c19e5af8f5a544104773	열매도 맺어 보지 못한 순결한 처녀입니다.		sentence-collector	1	0
b0437179df71628422add38f9b12f47decc62a4a424d60d5014d438e90989bd1	극도에 이르는 놀라움과 흥분을 억지로 눌러서 가라앉히기는 참으로 힘드는 노릇이었다.		sentence-collector	1	0
b043b2ff913a62aa01e8292a254665c3897cc5bbe004a52d043c9a479801ae09	그때 그는 씩씩 하며 자기를 껴안아 주던 덕호가 떠오른다.		sentence-collector	1	0
b07268d2bd5117e6b78419b9c0d3b2d2d14bb8a74082e017851371f419fb7b6b	그러나 그것은 순간이고 또다시 달걀을 들여다보니 볼수록 귀여웠다.		sentence-collector	1	0
b181f25cba89ca7cd6f273cab342e804755f3d00298946e6c9d607587e52c1fb	망설이던 신철이는 자기도 모르게 대문 안에 들어섰다.		sentence-collector	1	0
b1bcda8bf64c477574bd55f7f130890d0bd4db338873174b149306cc4ebde1c7	동혁은 달려들기라도 할 형세를 보인다.		sentence-collector	1	0
b262ef3b044f46da97eef2e3d89b83dcfa01bef6e94526f982ea2b89c8151be9	농촌운동이란 결코 우리가 처음에 생각허던 것처럼 단순헌 게 아닌 줄을 깨달었에요.		sentence-collector	1	0
b29cc17cc158ac10951cc3c438740d48bb835262f3dd84ea8b5a46db14e63b4a	외국인은 국제법과 조약이 정하는 바에 의하여 그 지위가 보장된다.		sentence-collector	1	0
b2c85ab1e5b82a191e40a9ed363bb69eb012b42bce6fdea194dcfc668a136546	나는 다만 청아 하나를 위하여 살아 보자.		sentence-collector	1	0
b2d824bff160c55f51e11d4e3c842aa43bf4b348f4b0d9e9aefbc528b279a66f	더구나 이 구멍은 누구의 눈에나 띄는 구멍이니 이리로 연락을 취하다가는 위험천만이다.		sentence-collector	1	0
b2e76a5a84633c1c89c5f4040893de4111455f92658f9b3e9dbd1c8cbddc8bac	선물한다고 거짓 자랑하는 자는 비 없는 구름과 바람 같으니라		sentence-collector	1	0
b2f2cb1994b81500e29f6ee0eb0133ffe0faa564d65a4656db8df8ad25404e62	경찰서에서는 동혁의 면회를 시켜 주지 않았다.		sentence-collector	1	0
b36b3795a38f7877c07bcfd5c9ce971b7e74f9d80df73681295406e71aea5ed5	그는 포켓에서 수건을 내어 이마를 씻었다.		sentence-collector	1	0
b461b6b96ffc2b7f86ba7194c8a2cf81a2747e07c78d546b3555dc790e2c8671	선비는 그들을 대하니 반갑고도 다소 부끄러웠다.		sentence-collector	1	0
b4ac950d79c348ce2a04d8211acd7437fd25074acc677e42bd35365efa9c591d	건배의 두 팔이 올라갔다가 허공을 힘있게 가르자 청년들은 정중한 태도로 애향가를 부르기 시작한다.		sentence-collector	1	0
b4ace6c1003573399132ec2dbba3c0286b741531c4df8df2edd0ee43d3039464	그는 세 살 났을 적에 어머니의 품에 안겨서 오르간을 장난하여 보았습니다.		sentence-collector	1	0
b4bebdcb592699d70212cdcbaa72d3429ab392d4805b141ac0894f92da36cadf	클라우드플레어는 디도스를 방어하는 서비스를 제공한다.		sentence-collector	1	0
b5486389517f6e7a0bc1759cf81d0352fb696be55e94b4877db929df3a218ee3	바로 왜 정거를 안 하느냐.		sentence-collector	1	0
b5494a4359e62a4fe26d27fc034a288594f3cbea82cdb49ac38ab0a0030ff870	미상불 그때는 내 눈은 미친 사람같이 번득였으며 얼굴은 흥분으로 새빨갛게 되었을 것이었습니다.		sentence-collector	1	0
b55b6a07c63216db9900950d60aea708871c4d23dfb551c7a382e75d1bd6bcd1	여공들의 눈에는 희망과 환희의 빛이 떠올랐다.		sentence-collector	1	0
b59c51513654e32c1d305ae07810bfc48ae838cc2fb3120560a08da0b8737d7e	그런 모임을 조직할 필요를 역설하였다.		sentence-collector	1	0
b5c0985260db07da330848f44fd649be6d79c312cb6c2fa9643bbc20b87d869e	피아노에서 울려오는 음향은 규칙 없고 되지 않은 한낱 소음에 지나지 못하였습니다.		sentence-collector	1	0
b5f52f9944e98b87b98f9dc02024de0a1422b8f2d977980a1ccfba27a6697a44	노약자, 장애인, 임산부 또는 몸이 불편하신 분들을 위해 자리를 항상 비워둡시다.		sentence-collector	1	0
b604ab004af250eb4f5a0c17638e5771f99b53d200348185d4946f5d12a96c4d	옛날에 인기 있었던 필수요소들 가운데 많은 수가 벌써 잊혀졌습니다.		sentence-collector	1	0
b61d7cdc6a6f9781f4c777a9d2ef7db97950d430687a9ea46362da775ec6732e	마른 정강이를 장작개비로 패고 발딱 자빠트려 놓고는 발뒤꿈치로 가슴을 사뭇 짓 밟았다.		sentence-collector	1	0
b6ba8cadfaae2f3304d10b206d2c4817bc9615ec5e953932ea0dae46f5a61b8b	철수는 후 하고 한숨을 쉬고 첫째를 돌아보았다.		sentence-collector	1	0
b72ef781ffc7879c513812a24d6d2caaadf8f512b28e3c91b73753c1109708c6	그러나 그것은 도저히 할 수 없는 일이었다.		sentence-collector	1	0
