clip	duration[ms]
common_voice_ko_41664530.mp3	2196
common_voice_ko_41799734.mp3	6696
common_voice_ko_40623845.mp3	5760
common_voice_ko_41667866.mp3	4068
common_voice_ko_37553555.mp3	5436
common_voice_ko_41665909.mp3	1980
common_voice_ko_35969657.mp3	8928
common_voice_ko_35850708.mp3	5076
common_voice_ko_39082114.mp3	4284
common_voice_ko_35969071.mp3	9900
common_voice_ko_42135424.mp3	3816
common_voice_ko_41704605.mp3	2736
common_voice_ko_41797612.mp3	4320
common_voice_ko_41797298.mp3	4896
common_voice_ko_37195202.mp3	8244
common_voice_ko_36525001.mp3	4644
common_voice_ko_36880342.mp3	4248
common_voice_ko_39745192.mp3	6336
common_voice_ko_36314652.mp3	2808
common_voice_ko_36880277.mp3	3960
common_voice_ko_41698225.mp3	5436
common_voice_ko_41105383.mp3	3996
common_voice_ko_41761821.mp3	6048
common_voice_ko_41742797.mp3	2628
common_voice_ko_41595637.mp3	2376
common_voice_ko_35847680.mp3	9216
common_voice_ko_38203236.mp3	4320
common_voice_ko_36438714.mp3	3276
common_voice_ko_36433060.mp3	4500
common_voice_ko_41742910.mp3	2520
common_voice_ko_36506460.mp3	5184
common_voice_ko_36890765.mp3	3564
common_voice_ko_35846617.mp3	3888
common_voice_ko_36525200.mp3	7920
common_voice_ko_41697933.mp3	5760
common_voice_ko_40549613.mp3	8280
common_voice_ko_37211917.mp3	3420
common_voice_ko_36890283.mp3	4140
common_voice_ko_41797105.mp3	3708
common_voice_ko_41664472.mp3	2808
common_voice_ko_35846680.mp3	3240
common_voice_ko_36984993.mp3	7884
common_voice_ko_37212034.mp3	4068
common_voice_ko_37195148.mp3	5976
common_voice_ko_36890608.mp3	4068
common_voice_ko_39968140.mp3	8316
common_voice_ko_36890701.mp3	5724
common_voice_ko_41665404.mp3	2412
common_voice_ko_40482186.mp3	2628
common_voice_ko_35922937.mp3	3852
common_voice_ko_35845213.mp3	9180
common_voice_ko_36838393.mp3	4968
common_voice_ko_39038091.mp3	3492
common_voice_ko_39745209.mp3	7056
common_voice_ko_41797178.mp3	4248
common_voice_ko_35852201.mp3	5400
common_voice_ko_36326825.mp3	10152
common_voice_ko_41342317.mp3	4176
common_voice_ko_41683956.mp3	2520
common_voice_ko_35891436.mp3	8460
common_voice_ko_38998567.mp3	3744
common_voice_ko_36455828.mp3	8208
common_voice_ko_42507009.mp3	3780
common_voice_ko_41665094.mp3	2988
common_voice_ko_41683718.mp3	1980
common_voice_ko_41595386.mp3	3204
common_voice_ko_40877463.mp3	3528
common_voice_ko_41869426.mp3	4644
common_voice_ko_35922935.mp3	5940
common_voice_ko_38203222.mp3	7416
common_voice_ko_35922923.mp3	3312
common_voice_ko_35970603.mp3	9216
common_voice_ko_39081920.mp3	7920
common_voice_ko_39968136.mp3	4500
common_voice_ko_35847833.mp3	5616
common_voice_ko_41813105.mp3	2016
common_voice_ko_38203227.mp3	5436
common_voice_ko_38383623.mp3	3780
common_voice_ko_41684683.mp3	4500
common_voice_ko_41761840.mp3	4140
common_voice_ko_38697627.mp3	3528
common_voice_ko_41664516.mp3	3240
common_voice_ko_35969405.mp3	9756
common_voice_ko_41670941.mp3	4896
common_voice_ko_41797609.mp3	6768
common_voice_ko_36549617.mp3	5220
common_voice_ko_36985086.mp3	5472
common_voice_ko_41670943.mp3	3204
common_voice_ko_41341800.mp3	2916
common_voice_ko_42437034.mp3	5832
common_voice_ko_41664483.mp3	2556
common_voice_ko_36524984.mp3	4104
common_voice_ko_36984517.mp3	3384
common_voice_ko_35905437.mp3	3096
common_voice_ko_41698017.mp3	6336
common_voice_ko_41704574.mp3	1944
common_voice_ko_35850746.mp3	4140
common_voice_ko_41797719.mp3	3780
common_voice_ko_35845876.mp3	5076
common_voice_ko_40612797.mp3	10296
common_voice_ko_38600936.mp3	5616
common_voice_ko_41797759.mp3	4320
common_voice_ko_35891313.mp3	6372
common_voice_ko_36802470.mp3	6228
common_voice_ko_36984576.mp3	9504
common_voice_ko_39038049.mp3	4140
common_voice_ko_41668863.mp3	5868
common_voice_ko_39476323.mp3	6336
common_voice_ko_41916881.mp3	4212
common_voice_ko_41797621.mp3	4608
common_voice_ko_41797138.mp3	2016
common_voice_ko_37439340.mp3	4824
common_voice_ko_39745112.mp3	8028
common_voice_ko_35845932.mp3	2700
common_voice_ko_35905373.mp3	5328
common_voice_ko_41799444.mp3	2556
common_voice_ko_40979348.mp3	6408
common_voice_ko_39787008.mp3	5616
common_voice_ko_41762028.mp3	5328
common_voice_ko_35891714.mp3	5328
common_voice_ko_35970490.mp3	10368
common_voice_ko_42605356.mp3	3168
common_voice_ko_41105385.mp3	2628
common_voice_ko_41668911.mp3	5256
common_voice_ko_41742841.mp3	2520
common_voice_ko_35971974.mp3	4140
common_voice_ko_41668914.mp3	2340
common_voice_ko_38203499.mp3	4320
common_voice_ko_41667850.mp3	4896
common_voice_ko_41797182.mp3	2376
common_voice_ko_36549648.mp3	7380
common_voice_ko_41797286.mp3	48960
common_voice_ko_39038389.mp3	4284
common_voice_ko_36880337.mp3	3996
common_voice_ko_41667830.mp3	2016
common_voice_ko_41761813.mp3	3636
common_voice_ko_36985082.mp3	8064
common_voice_ko_41704589.mp3	2160
common_voice_ko_35972152.mp3	2844
common_voice_ko_41665913.mp3	4428
common_voice_ko_35848220.mp3	10476
common_voice_ko_35890611.mp3	8532
common_voice_ko_39038029.mp3	5292
common_voice_ko_35904813.mp3	4968
common_voice_ko_39744928.mp3	7380
common_voice_ko_41742867.mp3	3600
common_voice_ko_41916894.mp3	5184
common_voice_ko_41761798.mp3	3456
common_voice_ko_41704562.mp3	2340
common_voice_ko_39744962.mp3	4788
common_voice_ko_41761933.mp3	2520
common_voice_ko_35971942.mp3	4968
common_voice_ko_41761883.mp3	2196
common_voice_ko_41704586.mp3	2340
common_voice_ko_39038086.mp3	4248
common_voice_ko_40549095.mp3	5940
common_voice_ko_41667921.mp3	2988
common_voice_ko_36524882.mp3	5328
common_voice_ko_36524901.mp3	8136
common_voice_ko_39745053.mp3	4716
common_voice_ko_41665038.mp3	6516
common_voice_ko_41799816.mp3	8280
common_voice_ko_41704560.mp3	2304
common_voice_ko_41704618.mp3	2628
common_voice_ko_41697966.mp3	6336
common_voice_ko_38998601.mp3	5148
common_voice_ko_41797003.mp3	2988
common_voice_ko_39853488.mp3	6336
common_voice_ko_41668851.mp3	1944
common_voice_ko_39082156.mp3	4860
common_voice_ko_37195147.mp3	6948
common_voice_ko_41797798.mp3	3060
common_voice_ko_36524880.mp3	4104
common_voice_ko_36984941.mp3	10368
common_voice_ko_40425524.mp3	5832
common_voice_ko_41797266.mp3	41508
common_voice_ko_37212013.mp3	6660
common_voice_ko_39745095.mp3	7488
common_voice_ko_36880263.mp3	3708
common_voice_ko_41742890.mp3	3420
common_voice_ko_41813106.mp3	2016
common_voice_ko_41667829.mp3	1728
common_voice_ko_35884400.mp3	4032
common_voice_ko_41036322.mp3	3924
common_voice_ko_36800755.mp3	4500
common_voice_ko_36802491.mp3	4068
common_voice_ko_41595651.mp3	2052
common_voice_ko_39082395.mp3	3600
common_voice_ko_35848268.mp3	10260
common_voice_ko_39082171.mp3	3780
common_voice_ko_41797623.mp3	2376
common_voice_ko_39745094.mp3	6696
common_voice_ko_37159817.mp3	3708
common_voice_ko_35890672.mp3	5616
common_voice_ko_39968162.mp3	6120
common_voice_ko_36880242.mp3	4428
common_voice_ko_41797660.mp3	4968
common_voice_ko_41742896.mp3	3348
common_voice_ko_41036345.mp3	2412
common_voice_ko_35850517.mp3	3888
common_voice_ko_37018718.mp3	4860
common_voice_ko_36880354.mp3	4860
common_voice_ko_36545232.mp3	4032
common_voice_ko_41664502.mp3	5832
common_voice_ko_41797425.mp3	1908
common_voice_ko_38203462.mp3	3528
common_voice_ko_41797206.mp3	3888
common_voice_ko_42246372.mp3	2016
common_voice_ko_41742779.mp3	4608
common_voice_ko_41595643.mp3	3168
common_voice_ko_41761729.mp3	6480
common_voice_ko_36549610.mp3	4860
common_voice_ko_41595447.mp3	1584
common_voice_ko_41036321.mp3	6948
common_voice_ko_41742871.mp3	5508
common_voice_ko_36880115.mp3	7020
common_voice_ko_36525000.mp3	7704
common_voice_ko_41036306.mp3	3960
common_voice_ko_41797743.mp3	4968
common_voice_ko_41341798.mp3	3240
common_voice_ko_40549084.mp3	5976
common_voice_ko_35972194.mp3	4176
common_voice_ko_35922765.mp3	5220
common_voice_ko_41742990.mp3	6408
common_voice_ko_35969920.mp3	8028
common_voice_ko_37159801.mp3	8280
common_voice_ko_41668872.mp3	3024
common_voice_ko_41704591.mp3	2232
common_voice_ko_41668869.mp3	5256
common_voice_ko_41704561.mp3	2268
common_voice_ko_35846462.mp3	3708
common_voice_ko_41667886.mp3	4680
common_voice_ko_35905374.mp3	5796
common_voice_ko_41664508.mp3	2592
common_voice_ko_41683937.mp3	6588
common_voice_ko_40495395.mp3	3636
common_voice_ko_41665101.mp3	6876
common_voice_ko_39082502.mp3	5940
common_voice_ko_41797091.mp3	2016
common_voice_ko_41665903.mp3	2448
common_voice_ko_36545199.mp3	3528
common_voice_ko_36890641.mp3	4608
common_voice_ko_36524997.mp3	5436
common_voice_ko_41761884.mp3	3060
common_voice_ko_38998618.mp3	5796
common_voice_ko_36545271.mp3	6588
common_voice_ko_35846190.mp3	4248
common_voice_ko_36880301.mp3	5976
common_voice_ko_41812984.mp3	4428
common_voice_ko_37638444.mp3	6408
common_voice_ko_36880372.mp3	4068
common_voice_ko_36545269.mp3	3744
common_voice_ko_42194363.mp3	2880
common_voice_ko_36802507.mp3	2916
common_voice_ko_41799440.mp3	1764
common_voice_ko_41869405.mp3	4536
common_voice_ko_41036336.mp3	6768
common_voice_ko_41665031.mp3	7308
common_voice_ko_40952194.mp3	8460
common_voice_ko_35846688.mp3	4788
common_voice_ko_37211913.mp3	4320
common_voice_ko_35905902.mp3	4788
common_voice_ko_40549108.mp3	6120
common_voice_ko_41528276.mp3	2196
common_voice_ko_36984815.mp3	9216
common_voice_ko_35969010.mp3	10116
common_voice_ko_37195199.mp3	6192
common_voice_ko_40620778.mp3	2664
common_voice_ko_35969003.mp3	9648
common_voice_ko_41670897.mp3	5256
common_voice_ko_41664468.mp3	5544
common_voice_ko_36314482.mp3	4320
common_voice_ko_41698003.mp3	7488
common_voice_ko_36545267.mp3	6588
common_voice_ko_36984995.mp3	8244
common_voice_ko_39968147.mp3	5652
common_voice_ko_40549092.mp3	5040
common_voice_ko_36545266.mp3	3708
common_voice_ko_41105389.mp3	4140
common_voice_ko_35845596.mp3	8964
common_voice_ko_38383612.mp3	9036
common_voice_ko_39038388.mp3	5148
common_voice_ko_36524787.mp3	4428
common_voice_ko_39745189.mp3	5256
common_voice_ko_35845987.mp3	3456
common_voice_ko_36525306.mp3	5904
common_voice_ko_42605326.mp3	6156
common_voice_ko_40620762.mp3	9936
common_voice_ko_39745208.mp3	5436
common_voice_ko_41595653.mp3	2664
common_voice_ko_41668925.mp3	3780
common_voice_ko_40549164.mp3	4968
common_voice_ko_42194388.mp3	2340
common_voice_ko_36985180.mp3	10512
common_voice_ko_42135156.mp3	7920
common_voice_ko_39968154.mp3	6408
common_voice_ko_35965292.mp3	5436
common_voice_ko_39744961.mp3	7416
common_voice_ko_36890291.mp3	5760
common_voice_ko_39744905.mp3	3636
common_voice_ko_37444309.mp3	3852
common_voice_ko_39081983.mp3	2088
common_voice_ko_35969238.mp3	10116
common_voice_ko_39038071.mp3	2340
common_voice_ko_41665073.mp3	3240
common_voice_ko_38383622.mp3	3708
common_voice_ko_40549067.mp3	2016
common_voice_ko_42194389.mp3	3240
common_voice_ko_38203215.mp3	7020
common_voice_ko_36802471.mp3	3960
common_voice_ko_38383610.mp3	5796
common_voice_ko_39818879.mp3	4824
common_voice_ko_37159807.mp3	6048
common_voice_ko_38998655.mp3	2268
common_voice_ko_41704625.mp3	1764
common_voice_ko_41595437.mp3	1692
common_voice_ko_39082107.mp3	3816
common_voice_ko_36880311.mp3	5400
common_voice_ko_36314657.mp3	2916
common_voice_ko_35969923.mp3	9180
common_voice_ko_41797287.mp3	1656
common_voice_ko_40620763.mp3	3276
common_voice_ko_35891859.mp3	10008
common_voice_ko_35845837.mp3	3888
common_voice_ko_41761727.mp3	2268
common_voice_ko_40206467.mp3	6876
common_voice_ko_35972007.mp3	4752
common_voice_ko_35892122.mp3	5904
common_voice_ko_38998447.mp3	4464
common_voice_ko_39595938.mp3	9648
common_voice_ko_42437041.mp3	4644
common_voice_ko_40946308.mp3	4716
common_voice_ko_38998691.mp3	5004
common_voice_ko_37451175.mp3	7416
common_voice_ko_41310010.mp3	2736
common_voice_ko_36880248.mp3	7020
common_voice_ko_35890809.mp3	9360
common_voice_ko_41683947.mp3	3636
common_voice_ko_39744798.mp3	5076
common_voice_ko_41869403.mp3	5544
common_voice_ko_37159822.mp3	3780
common_voice_ko_36655271.mp3	8316
common_voice_ko_37977384.mp3	3960
common_voice_ko_41761722.mp3	2556
common_voice_ko_41799910.mp3	2520
common_voice_ko_41743001.mp3	4248
common_voice_ko_35845419.mp3	10404
common_voice_ko_41667940.mp3	2556
common_voice_ko_35850786.mp3	4860
common_voice_ko_35923274.mp3	5184
common_voice_ko_41761882.mp3	4500
common_voice_ko_41698163.mp3	8028
common_voice_ko_36524807.mp3	5148
common_voice_ko_41665092.mp3	2556
common_voice_ko_36985073.mp3	3816
common_voice_ko_35905375.mp3	4068
common_voice_ko_40612798.mp3	2196
common_voice_ko_41665060.mp3	3240
common_voice_ko_37638445.mp3	10368
common_voice_ko_37211916.mp3	5868
common_voice_ko_38998620.mp3	4248
common_voice_ko_41665911.mp3	2124
common_voice_ko_36880159.mp3	6120
common_voice_ko_36985126.mp3	10008
common_voice_ko_39082397.mp3	5652
common_voice_ko_39744763.mp3	7056
common_voice_ko_39082057.mp3	5508
common_voice_ko_37532461.mp3	5508
common_voice_ko_37625775.mp3	9468
common_voice_ko_37532457.mp3	5796
common_voice_ko_41105393.mp3	2340
common_voice_ko_35846036.mp3	7200
common_voice_ko_42437059.mp3	4680
common_voice_ko_41668852.mp3	2160
common_voice_ko_35845150.mp3	6156
common_voice_ko_37444312.mp3	3744
common_voice_ko_39813694.mp3	7776
common_voice_ko_40495355.mp3	7344
common_voice_ko_37451173.mp3	4860
common_voice_ko_41036307.mp3	3060
common_voice_ko_41105388.mp3	5436
common_voice_ko_40861012.mp3	2988
common_voice_ko_36802422.mp3	4680
common_voice_ko_41595463.mp3	1764
common_voice_ko_40095636.mp3	3996
common_voice_ko_41664496.mp3	3312
common_voice_ko_35887285.mp3	6300
common_voice_ko_36985151.mp3	9720
common_voice_ko_35891392.mp3	8100
common_voice_ko_40877459.mp3	2556
common_voice_ko_38203503.mp3	9360
common_voice_ko_39046790.mp3	2340
common_voice_ko_41704636.mp3	1692
common_voice_ko_41595629.mp3	3132
common_voice_ko_35892165.mp3	8244
common_voice_ko_41668862.mp3	2088
common_voice_ko_42600842.mp3	4536
common_voice_ko_40193096.mp3	4068
common_voice_ko_41074527.mp3	3132
common_voice_ko_37211956.mp3	4068
common_voice_ko_35972877.mp3	7272
common_voice_ko_41664527.mp3	5220
common_voice_ko_41704566.mp3	2196
common_voice_ko_41664512.mp3	2304
common_voice_ko_36524868.mp3	5832
common_voice_ko_36314571.mp3	4140
common_voice_ko_42194378.mp3	5796
common_voice_ko_40549563.mp3	5220
common_voice_ko_36984577.mp3	7668
common_voice_ko_38383635.mp3	4140
common_voice_ko_36524938.mp3	4788
common_voice_ko_38203581.mp3	7668
common_voice_ko_36880096.mp3	5868
common_voice_ko_36802451.mp3	3996
common_voice_ko_38203232.mp3	3240
common_voice_ko_41668847.mp3	6876
common_voice_ko_36985217.mp3	9144
common_voice_ko_35890974.mp3	3168
common_voice_ko_35845684.mp3	5868
common_voice_ko_41797812.mp3	4896
common_voice_ko_36524982.mp3	7200
common_voice_ko_41742887.mp3	7416
common_voice_ko_36880079.mp3	6156
common_voice_ko_36899493.mp3	9144
common_voice_ko_35844227.mp3	7884
common_voice_ko_36314658.mp3	5076
common_voice_ko_41595635.mp3	2340
common_voice_ko_36880215.mp3	5976
common_voice_ko_36314521.mp3	3960
common_voice_ko_36525316.mp3	5184
common_voice_ko_35905435.mp3	5040
common_voice_ko_41342390.mp3	2628
common_voice_ko_40002141.mp3	1908
common_voice_ko_41698073.mp3	2088
common_voice_ko_37386650.mp3	6588
common_voice_ko_35891351.mp3	10080
common_voice_ko_36314684.mp3	2556
common_voice_ko_35922940.mp3	5904
common_voice_ko_41742810.mp3	1980
common_voice_ko_37185325.mp3	7668
common_voice_ko_40623871.mp3	2232
common_voice_ko_41797741.mp3	3240
common_voice_ko_36314519.mp3	1656
common_voice_ko_40370291.mp3	6156
common_voice_ko_36899449.mp3	8316
common_voice_ko_41664445.mp3	2232
common_voice_ko_36524930.mp3	9180
common_voice_ko_41762056.mp3	2376
common_voice_ko_36899468.mp3	9108
common_voice_ko_41665029.mp3	12168
common_voice_ko_38203337.mp3	4428
